State,County,Returns Total,Total AGI,Outflow,Outflow AGI,Inflow,Inflow AGI,Net Inflow(Outflow),Percentage Flow,Latitude,Longitude
IN,Greene County,11309,616672,705,28380,686,28885,-19,-0.168,39.047146999999995,-87.00477099999999
MA,Norfolk County,271058,45304006,23391,2374621,22934,2317114,-457,-0.16899999999999998,42.171739,-71.181111
TN,Unicoi County,5866,285826,402,15267,392,15485,-10,-0.17,36.100128999999995,-82.41821800000001
VT,Addison County,15208,1060648,1053,52187,1027,57901,-26,-0.171,44.031248,-73.141581
NY,Fulton County,20212,1110852,1163,59949,1128,53877,-35,-0.17300000000000001,43.115609,-74.42367800000001
MI,Alpena County,11434,582125,562,21738,542,22705,-20,-0.175,44.894954,-83.426574
KS,Marshall County,3994,239076,162,6671,155,5384,-7,-0.175,39.782709000000004,-96.521243
TN,Chester County,5130,251600,439,15310,430,16287,-9,-0.175,35.420253,-88.61135300000001
GA,Colquitt County,13082,617443,705,28884,682,28902,-23,-0.17600000000000002,31.189707000000002,-83.769773
NE,Douglas County,208967,18422571,14885,946017,14517,843916,-368,-0.17600000000000002,41.297090999999995,-96.154066
IN,Putnam County,12428,730620,1008,46403,986,44886,-22,-0.177,39.665548,-86.853373
VA,Lee County,6162,265396,265,9404,254,8201,-11,-0.179,36.701721,-83.130112
MI,Lapeer County,33344,2159093,2238,107764,2178,115728,-60,-0.18,43.088633,-83.224325
AL,Cleburne County,4439,233526,304,11583,296,12231,-8,-0.18,33.671964,-85.516126
CA,Fresno County,315616,19719085,11977,632314,11407,579135,-570,-0.18100000000000002,36.761006,-119.655019
PA,Beaver County,68572,4271556,3289,170474,3165,178452,-124,-0.18100000000000002,40.68414,-80.350721
MN,Lincoln County,2170,126273,128,5213,124,5514,-4,-0.184,44.408238,-96.272032
VA,Giles County,5960,322152,323,16296,312,12884,-11,-0.185,37.318071999999994,-80.69832099999999
IN,Martin County,3741,208185,206,9665,199,8468,-7,-0.187,38.705321999999995,-86.801847
MN,Brown County,10644,681035,552,25481,532,21884,-20,-0.188,44.246541,-94.73364699999999
CO,Costilla County,1066,43636,55,1506,53,2005,-2,-0.188,37.277547,-105.42894
AR,Polk County,5830,262458,354,13073,343,14719,-11,-0.18899999999999997,34.490915,-94.230884
IL,Williamson County,23724,1452223,1569,72525,1524,69916,-45,-0.19,37.730353,-88.930018
MD,Dorchester County,12045,645273,782,33908,759,36978,-23,-0.191,38.429196000000005,-76.047433
AL,Lauderdale County,30111,1848340,1796,81278,1738,85208,-58,-0.193,34.904121999999994,-87.650997
IA,Grundy County,4657,383735,287,16044,278,12633,-9,-0.193,42.403339,-92.790244
OH,Summit County,211689,15120306,11871,716366,11457,728064,-414,-0.196,41.121846999999995,-81.53492800000001
OK,Garvin County,8163,459629,653,26044,637,27162,-16,-0.196,34.70935,-97.31272299999999
GA,Burke County,7116,352563,549,19053,535,22696,-14,-0.19699999999999998,33.060181,-82.000164
MA,Dukes County,8608,753089,537,38790,520,69455,-17,-0.19699999999999998,41.38097,-70.701499
WI,Racine County,76288,5358867,4524,252876,4373,234295,-151,-0.198,42.754121999999995,-87.420877
TX,Calhoun County,6996,411881,528,25324,514,24736,-14,-0.2,28.441719,-96.579574
WV,Pocahontas County,3001,131778,123,4713,117,4613,-6,-0.2,38.332606,-80.010121
NJ,Hunterdon County,49911,7333334,3435,475423,3335,315983,-100,-0.2,40.565283,-74.911969
GA,Bulloch County,19447,1107586,2039,81488,2000,80251,-39,-0.201,32.391711,-81.74402099999999
GA,Randolph County,1984,79270,123,3698,119,3363,-4,-0.20199999999999999,31.762651,-84.75231099999999
VA,Russell County,7891,389487,388,15289,372,15662,-16,-0.203,36.93342,-82.095934
AR,Sebastian County,40720,2534622,3127,153990,3044,121708,-83,-0.204,35.196981,-94.274989
WV,Raleigh County,24061,1295876,1138,52496,1089,44734,-49,-0.204,37.762469,-81.26467199999999
NE,Thayer County,1955,118949,87,3323,83,3114,-4,-0.205,40.173845,-97.59626300000001
IA,Appanoose County,4383,210402,206,7834,197,8491,-9,-0.205,40.744296000000006,-92.87306099999999
OH,Montgomery County,201179,12748989,12244,700699,11830,571301,-414,-0.20600000000000002,39.753735999999996,-84.290591
MD,Garrett County,11057,636729,514,25112,491,31358,-23,-0.20800000000000002,39.547299,-79.274619
MI,Huron County,13431,719600,573,23864,545,27213,-28,-0.20800000000000002,43.907616,-82.857045
NY,Otsego County,21378,1282330,1423,70069,1378,70802,-45,-0.21,42.629776,-75.028841
SC,Darlington County,21792,1095837,1398,56764,1352,56949,-46,-0.21100000000000002,34.332184999999996,-79.962115
WI,Portage County,27166,1840699,1694,75882,1636,76016,-58,-0.214,44.476246,-89.49807
MO,Reynolds County,1871,78360,106,2680,102,3571,-4,-0.214,37.366464,-90.97228199999999
SD,Moody County,2326,140457,142,9896,137,5638,-5,-0.215,44.012429,-96.67605400000001
KY,Graves County,12051,618163,669,23982,643,24136,-26,-0.21600000000000003,36.723344,-88.649897
MI,Van Buren County,26871,1557602,2036,88433,1978,101967,-58,-0.21600000000000003,42.28215,-86.306076
KY,Warren County,41112,2672742,3126,141246,3037,128752,-89,-0.21600000000000003,36.995634,-86.423579
GA,Thomas County,14327,881292,1038,45924,1007,46950,-31,-0.21600000000000003,30.864619,-83.919815
IA,Cherokee County,4637,282345,221,10982,211,8265,-10,-0.21600000000000003,42.742737,-95.633262
AL,Winston County,6953,366000,486,21091,471,24820,-15,-0.21600000000000003,34.154565999999996,-87.365346
KY,Lincoln County,7385,339711,563,18452,547,22819,-16,-0.217,37.457174,-84.658335
IL,Brown County,1843,108542,95,3696,91,3653,-4,-0.217,39.962069,-90.750309
OH,Washington County,23287,1341998,1100,51844,1049,50342,-51,-0.21899999999999997,39.450676,-81.490636
WI,Eau Claire County,37976,3090373,2922,145424,2839,145705,-83,-0.21899999999999997,44.726355,-91.28641400000001
OH,Trumbull County,79856,4164003,3620,155858,3444,132010,-176,-0.22,41.306374,-80.7704
PA,Clearfield County,29885,1591541,1255,54793,1189,51201,-66,-0.221,41.000249,-78.473749
MO,Pike County,5845,300165,337,14248,324,15364,-13,-0.222,39.339959,-91.171607
KY,Greenup County,11678,717166,782,37023,756,31765,-26,-0.223,38.563562,-82.93382
MI,Oakland County,493700,55555032,32252,2314449,31153,2125730,-1099,-0.223,42.660452,-83.38421
CA,Tulare County,142546,7530334,5713,284343,5394,239344,-319,-0.22399999999999998,36.228834,-118.78105500000001
NY,Columbia County,24120,1848313,1505,93368,1451,116061,-54,-0.22399999999999998,42.247729,-73.626806
GA,Murray County,11572,556510,843,33037,817,27130,-26,-0.225,34.797096999999994,-84.73799
VT,Bennington County,15012,1084785,874,54419,840,56423,-34,-0.226,43.035325,-73.11146
IN,Kosciusko County,30138,2079272,1992,133031,1924,103017,-68,-0.226,41.244293,-85.861575
NE,Keith County,3082,170055,200,8226,193,10193,-7,-0.22699999999999998,41.194245,-101.644449
GA,Schley County,1315,65816,97,2864,94,3356,-3,-0.228,32.263444,-84.32270799999999
MI,Mecosta County,13079,746508,1258,48167,1228,53853,-30,-0.22899999999999998,43.635295,-85.332751
IA,Audubon County,2175,133139,97,4970,92,3426,-5,-0.23,41.679178,-94.904312
OH,Clinton County,15149,940594,1111,48113,1076,43762,-35,-0.231,39.430225,-83.795682
NH,Grafton County,34672,3202363,3249,213787,3169,223098,-80,-0.231,43.926439,-71.842424
WI,Crawford County,6352,333367,380,15557,365,16055,-15,-0.23600000000000002,43.24991,-90.95123000000001
MA,Berkshire County,52653,3702620,2156,144858,2032,142403,-124,-0.23600000000000002,42.371493,-73.217928
NY,Rensselaer County,62123,4349869,4860,256521,4713,224097,-147,-0.237,42.710421000000004,-73.51384499999999
IL,Kane County,188700,16798538,14199,965543,13752,863889,-447,-0.237,41.939594,-88.42804
TX,Taylor County,45988,2958182,4113,186441,4004,192331,-109,-0.237,32.297126,-99.89043000000001
MN,Wilkin County,2526,158424,166,7999,160,6477,-6,-0.23800000000000002,46.362334999999995,-96.47665699999999
OH,Fulton County,16817,1028728,1001,45041,961,43741,-40,-0.23800000000000002,41.597264,-84.124267
PA,Jefferson County,17061,927044,816,30871,775,28621,-41,-0.24,41.138028000000006,-79.012419
TN,Dyer County,12456,710520,743,30800,713,29728,-30,-0.24100000000000002,36.054196000000005,-89.398306
MO,Sullivan County,2077,84336,160,5321,155,5203,-5,-0.24100000000000002,40.209587,-93.109783
GA,Telfair County,2891,118490,216,6924,209,6138,-7,-0.242,31.913641,-82.931063
GA,Wilcox County,2052,83202,116,4130,111,3603,-5,-0.244,31.96272,-83.438259
AL,Escambia County,11071,539007,661,25911,634,24381,-27,-0.244,31.122287,-87.16841
OH,Morgan County,4843,230788,265,9624,253,9562,-12,-0.248,39.624946,-81.86169699999999
OH,Fayette County,10467,530156,673,26958,647,24537,-26,-0.248,39.555246000000004,-83.461893
MN,Beltrami County,15232,902390,1079,48944,1041,51051,-38,-0.249,47.879508,-95.00505
KS,Rice County,3180,176482,223,8865,215,9079,-8,-0.252,38.347178,-98.201415
VA,Nottoway County,4757,235681,281,10062,269,10628,-12,-0.252,37.141166999999996,-78.053866
MN,Clay County,21820,1445028,2051,97610,1996,86873,-55,-0.252,46.898377,-96.494901
OH,Preble County,15445,838188,861,35991,822,34481,-39,-0.253,39.73881,-84.644758
IL,Woodford County,14144,1251241,946,62862,910,53631,-36,-0.255,40.789787,-89.210587
MI,Baraga County,2738,136207,123,4579,116,5333,-7,-0.256,46.695859000000006,-88.36180999999999
TX,Fisher County,1165,71080,93,3846,90,4433,-3,-0.258,32.740473,-100.40312
MA,Worcester County,319756,27046242,15631,1159915,14806,949727,-825,-0.258,42.311693,-71.940282
MI,Dickinson County,10459,627961,513,23966,486,20481,-27,-0.258,46.012825,-87.866123
NJ,Camden County,190601,14773259,12351,785838,11857,686409,-494,-0.259,39.802407,-74.961249
KY,Muhlenberg County,9647,496144,439,17048,414,13924,-25,-0.259,37.213815999999994,-87.13409200000001
MN,Watonwan County,4169,232677,210,8843,199,7980,-11,-0.264,43.978109,-94.613798
CA,San Diego County,1248474,110803163,71198,4891830,67893,4650336,-3305,-0.265,33.023604,-116.776117
KS,Ness County,1134,60984,49,1859,46,1876,-3,-0.265,38.480437,-99.908745
NY,Schenectady County,60995,4272889,4474,278693,4311,231817,-163,-0.267,42.817552,-74.043559
CT,Litchfield County,74812,6568851,4602,358868,4402,314180,-200,-0.267,41.791883,-73.235404
CT,Windham County,44083,2892033,2772,146251,2654,131072,-118,-0.268,41.824999,-71.990702
WI,Marathon County,55002,3877993,2730,140501,2582,132370,-148,-0.26899999999999996,44.898036,-89.757823
GA,Grady County,7431,341925,464,16163,444,15816,-20,-0.26899999999999996,30.875908000000003,-84.24508
MI,St. Joseph County,22114,1220647,1323,57071,1263,58184,-60,-0.271,41.911488,-85.52287
PA,Lehigh County,143785,10688940,9434,513137,9041,484917,-393,-0.273,40.614241,-75.590627
NJ,Gloucester County,109819,9287288,7063,439797,6763,386625,-300,-0.273,39.722875,-75.145679
NC,Watauga County,14529,978383,1620,71473,1580,94921,-40,-0.275,36.235368,-81.709888
OH,Erie County,30844,1899165,1950,92727,1865,86167,-85,-0.276,41.554006,-82.525897
OH,Tuscarawas County,35717,2116732,1628,70692,1529,67181,-99,-0.27699999999999997,40.44749,-81.47110500000001
MI,Bay County,42673,2405444,2153,94916,2035,87201,-118,-0.27699999999999997,43.699711,-83.978701
WV,Jackson County,9745,537189,462,19148,435,17988,-27,-0.27699999999999997,38.834234,-81.677717
KS,Allen County,4669,235394,289,10499,276,8526,-13,-0.278,37.884228,-95.300945
PA,Lawrence County,33423,1919279,1453,63397,1360,62218,-93,-0.278,40.992734999999996,-80.334446
MS,Marshall County,11508,495605,921,35213,889,35102,-32,-0.278,34.76619,-89.504231
NM,Bernalillo County,243953,15772033,14984,818514,14305,767058,-679,-0.278,35.053628,-106.66908000000001
WY,Teton County,10727,3408826,1218,109912,1188,212532,-30,-0.28,44.048662,-110.42608700000001
OK,Harmon County,711,30354,24,978,22,579,-2,-0.281,34.745971000000004,-99.84419399999999
WY,Weston County,2488,158856,162,8110,155,8083,-7,-0.281,43.846213,-104.57002
UT,Utah County,167623,14274594,13299,754493,12824,771617,-475,-0.28300000000000003,40.120425,-111.668508
AL,DeKalb County,21078,1018194,1199,47723,1139,42618,-60,-0.285,34.460929,-85.80399200000001
MN,Olmsted County,61721,5565025,4194,269751,4018,224854,-176,-0.285,43.999499,-92.410099
MO,Moniteau County,5242,278664,316,11603,301,11942,-15,-0.28600000000000003,38.633037,-92.583642
OH,Defiance County,15264,882054,902,35603,858,33641,-44,-0.28800000000000003,41.321678999999996,-84.48643299999999
IA,Boone County,10027,707752,750,35743,721,35429,-29,-0.289,42.038641999999996,-93.938358
SD,Lawrence County,9686,760456,936,42176,908,51908,-28,-0.289,44.348766999999995,-103.804947
MO,Scott County,13081,763862,1030,39404,992,34291,-38,-0.29,37.047793,-89.56809799999999
CA,Contra Costa County,428412,55050836,29489,2934471,28243,2777893,-1246,-0.29100000000000004,37.919478999999995,-121.95154299999999
MS,Webster County,3075,151737,218,8187,209,9209,-9,-0.293,33.612061,-89.283961
WI,Ashland County,5793,292262,389,17946,372,19222,-17,-0.293,46.544424,-90.679691
NV,White Pine County,3036,188115,247,13361,238,10233,-9,-0.29600000000000004,39.418234000000005,-114.900605
SC,Hampton County,6075,276645,343,13364,325,10378,-18,-0.29600000000000004,32.778334,-81.143822
MO,Jackson County,251867,16477818,20018,1093341,19270,975569,-748,-0.297,39.005336,-94.343165
PA,Blair County,48516,2870148,1646,70138,1502,69503,-144,-0.297,40.498653999999995,-78.309597
ID,Jerome County,7055,325212,666,22863,645,27089,-21,-0.298,42.691395,-114.26208600000001
MN,Redwood County,5981,366213,343,15791,325,14339,-18,-0.301,44.403535999999995,-95.25424100000001
TX,Freestone County,5964,329604,438,20430,420,21453,-18,-0.302,31.701749,-96.14495699999999
OH,Muskingum County,31923,1708286,1536,72012,1439,62369,-97,-0.304,39.966046,-81.943506
NY,Dutchess County,112776,9909451,6886,446557,6541,459102,-345,-0.306,41.75477,-73.740041
ND,Foster County,1305,101952,56,2295,52,2346,-4,-0.307,47.471431,-98.872876
GA,Emanuel County,6781,316109,412,12998,391,12321,-21,-0.31,32.5911,-82.299763
ND,Richland County,6136,432412,445,19746,426,18689,-19,-0.31,46.265219,-96.93796
MN,Rice County,23165,1721867,1715,91807,1643,88723,-72,-0.311,44.350734,-93.298505
NC,Jones County,3213,145287,297,11463,287,10408,-10,-0.311,35.032268,-77.356195
NY,Niagara County,84316,5127095,3789,179228,3526,168956,-263,-0.312,43.456731,-78.792142
IN,Vanderburgh County,67059,4258970,4226,217009,4017,184555,-209,-0.312,38.020070000000004,-87.586166
IA,Jackson County,7689,433940,411,15215,387,16102,-24,-0.312,42.164226,-90.57458199999999
NE,Nance County,1276,55869,70,2844,66,2617,-4,-0.313,41.402384999999995,-97.99140799999999
WV,Ohio County,15904,1192647,1024,50918,974,48426,-50,-0.314,40.098932,-80.620728
MO,Cape Girardeau County,27394,1887257,1896,84348,1810,79672,-86,-0.314,37.384141,-89.68565799999999
TX,Carson County,1891,127186,174,9657,168,9136,-6,-0.317,35.405496,-101.355356
NE,Lancaster County,114830,8599512,6404,342516,6038,315537,-366,-0.319,40.783547,-96.68865799999999
IA,Taylor County,2186,104068,136,5725,129,5798,-7,-0.32,40.737949,-94.697108
KS,Greenwood County,2190,105504,98,3703,91,4111,-7,-0.32,37.879346999999996,-96.241732
CO,Gunnison County,5918,403159,711,39750,692,49513,-19,-0.321,38.670499,-107.05688
MN,Mower County,14912,982602,901,48977,853,38164,-48,-0.322,43.666249,-92.759514
AR,Dallas County,2167,101876,148,5252,141,4990,-7,-0.32299999999999995,33.967822999999996,-92.653999
NY,Herkimer County,22753,1285154,1245,54306,1171,52984,-74,-0.325,43.407489,-75.01168299999999
OH,Hardin County,10455,524036,609,25109,575,21513,-34,-0.325,40.660415,-83.664077
WV,Wirt County,1847,86543,87,3367,81,2936,-6,-0.325,39.020034,-81.382975
MI,Hillsdale County,15557,822104,975,41023,924,40586,-51,-0.32799999999999996,41.927461,-84.637479
CA,Marin County,104097,21886344,7162,1074580,6820,1401143,-342,-0.32899999999999996,38.051817,-122.745974
KY,Carter County,8169,407252,433,14736,406,15021,-27,-0.331,38.309549,-83.048796
MT,Beaverhead County,3322,191534,295,11135,284,12440,-11,-0.331,45.133863,-112.89286899999999
SD,Lyman County,1206,57506,64,2198,60,2191,-4,-0.332,43.894812,-99.841925
OH,Brown County,15036,786291,1144,44507,1094,42703,-50,-0.33299999999999996,38.931377000000005,-83.866772
SD,Bennett County,902,31333,45,1397,42,1196,-3,-0.33299999999999996,43.186912,-101.677181
MN,Swift County,3604,206478,217,10115,205,7514,-12,-0.33299999999999996,45.27581,-95.690124
IN,Dubois County,17435,1358358,812,41046,754,30078,-58,-0.33299999999999996,38.373344,-86.873385
MS,Simpson County,8077,382015,509,16059,482,17693,-27,-0.33399999999999996,31.902504999999998,-89.917709
IN,Dearborn County,19162,1326993,1284,64128,1220,61752,-64,-0.33399999999999996,39.14832,-84.97349799999999
KS,Saline County,20672,1308064,1326,58895,1257,49849,-69,-0.33399999999999996,38.791804,-97.651478
WV,Pendleton County,2696,120750,101,3291,92,3452,-9,-0.33399999999999996,38.67445,-79.34061700000001
MO,Madison County,3885,191955,266,9056,253,8414,-13,-0.335,37.474481,-90.343413
NE,Pierce County,2685,163020,155,6133,146,6290,-9,-0.335,42.271413,-97.61099200000001
NE,Saline County,5059,293255,377,16281,360,15711,-17,-0.336,40.516802,-97.131755
IN,Posey County,9530,709841,642,33119,610,33916,-32,-0.336,38.027614,-87.86865300000001
MT,Musselshell County,1490,78361,129,3655,124,6097,-5,-0.336,46.505281,-108.43976299999999
MN,Hennepin County,499957,55874322,39718,3011832,38035,2458349,-1683,-0.337,45.006121,-93.475228
OH,Ashtabula County,35750,1812387,1689,69746,1568,61961,-121,-0.33799999999999997,41.906636999999996,-80.745592
VT,Windham County,18282,1086797,1263,60346,1201,53321,-62,-0.33899999999999997,42.995335,-72.72195500000001
MO,St. Louis County,387097,40987838,26482,1840109,25165,1582118,-1317,-0.34,38.640688,-90.446073
OK,Kay County,14134,829002,927,44527,879,36169,-48,-0.34,36.814885,-97.143862
NJ,Monmouth County,247565,31446320,14462,1281890,13619,1388139,-843,-0.341,40.287048,-74.152446
WA,Yakima County,87141,5056237,3629,159098,3332,160019,-297,-0.341,46.456558,-120.740145
SC,Marlboro County,8200,312269,422,13254,394,12390,-28,-0.341,34.60167,-79.679435
IL,McHenry County,119484,10667251,8219,577761,7812,482534,-407,-0.341,42.324298,-88.45224499999999
OK,Kingfisher County,5241,510181,339,20187,321,21179,-18,-0.34299999999999997,35.949436,-97.934557
VA,Lunenburg County,3789,182453,229,7625,216,8085,-13,-0.34299999999999997,36.945555,-78.240528
IN,Newton County,5205,293817,402,15629,384,18877,-18,-0.34600000000000003,40.962399,-87.402172
NE,Lincoln County,12989,808316,788,38940,743,31054,-45,-0.34600000000000003,41.050321999999994,-100.74448100000001
PA,Clinton County,13831,753595,731,30061,683,27150,-48,-0.34700000000000003,41.262624,-77.69636
WY,Converse County,4890,474481,395,21235,378,18868,-17,-0.348,42.984623,-105.524752
GA,Bacon County,3142,153666,187,5131,176,6209,-11,-0.35,31.550209999999996,-82.451433
IA,Scott County,64590,5373710,4132,287251,3905,217336,-227,-0.35100000000000003,41.642078999999995,-90.622289
IN,Miami County,12135,615609,852,32508,809,29893,-43,-0.354,40.772883,-86.044258
MO,Marion County,9882,553978,680,25907,645,27246,-35,-0.354,39.807538,-91.635379
IL,Jefferson County,13248,755908,739,35461,692,30492,-47,-0.355,38.300779999999996,-88.92421
