County,State,Year,Force,Employed,Unemployed,(%)
Chippewa County,WI,2018,"33,580","32,477","1,103",3.3
Clark County,WI,2018,"18,169","17,645",524,2.9
Columbia County,WI,2018,"31,806","30,950",856,2.7
Crawford County,WI,2018,"7,874","7,583",291,3.7
Dane County,WI,2018,"320,589","313,451","7,138",2.2
Dodge County,WI,2018,"48,227","46,962","1,265",2.6
Door County,WI,2018,"15,499","14,940",559,3.6
Douglas County,WI,2018,"23,315","22,387",928,4
Dunn County,WI,2018,"24,449","23,703",746,3.1
Eau Claire County,WI,2018,"59,280","57,735","1,545",2.6
Florence County,WI,2018,"2,274","2,186",88,3.9
Fond du Lac County,WI,2018,"57,658","56,139","1,519",2.6
Forest County,WI,2018,"3,998","3,806",192,4.8
Grant County,WI,2018,"28,492","27,682",810,2.8
Green County,WI,2018,"21,282","20,739",543,2.6
Green Lake County,WI,2018,"9,773","9,448",325,3.3
Iowa County,WI,2018,"13,933","13,570",363,2.6
Iron County,WI,2018,"2,584","2,434",150,5.8
Jackson County,WI,2018,"10,679","10,347",332,3.1
Jefferson County,WI,2018,"46,319","44,991","1,328",2.9
Juneau County,WI,2018,"13,567","13,151",416,3.1
Kenosha County,WI,2018,"89,687","86,523","3,164",3.5
Kewaunee County,WI,2018,"11,370","11,043",327,2.9
La Crosse County,WI,2018,"67,261","65,495","1,766",2.6
Lafayette County,WI,2018,"10,286","10,050",236,2.3
Langlade County,WI,2018,"9,522","9,145",377,4
Lincoln County,WI,2018,"15,363","14,877",486,3.2
Manitowoc County,WI,2018,"41,426","40,138","1,288",3.1
Marathon County,WI,2018,"74,073","72,098","1,975",2.7
Marinette County,WI,2018,"19,716","18,925",791,4
Marquette County,WI,2018,"7,738","7,464",274,3.5
Menominee County,WI,2018,"1,619","1,527",92,5.7
Milwaukee County,WI,2018,"472,701","455,544","17,157",3.6
Monroe County,WI,2018,"23,664","23,020",644,2.7
Oconto County,WI,2018,"20,868","20,179",689,3.3
Oneida County,WI,2018,"18,233","17,578",655,3.6
Outagamie County,WI,2018,"103,628","100,730","2,898",2.8
Ozaukee County,WI,2018,"49,109","47,869","1,240",2.5
Pepin County,WI,2018,"4,252","4,113",139,3.3
Pierce County,WI,2018,"25,310","24,503",807,3.2
Polk County,WI,2018,"24,691","23,775",916,3.7
Portage County,WI,2018,"39,282","38,102","1,180",3
Price County,WI,2018,"6,673","6,426",247,3.7
Racine County,WI,2018,"99,570","95,970","3,600",3.6
Richland County,WI,2018,"9,333","9,084",249,2.7
Rock County,WI,2018,"85,397","82,631","2,766",3.2
Rusk County,WI,2018,"6,994","6,715",279,4
St. Croix County,WI,2018,"50,379","48,851","1,528",3
Sauk County,WI,2018,"35,680","34,765",915,2.6
Sawyer County,WI,2018,"8,004","7,659",345,4.3
Shawano County,WI,2018,"21,599","20,948",651,3
Sheboygan County,WI,2018,"62,903","61,332","1,571",2.5
Taylor County,WI,2018,"11,091","10,745",346,3.1
Trempealeau County,WI,2018,"16,424","15,955",469,2.9
Vernon County,WI,2018,"15,559","15,111",448,2.9
Vilas County,WI,2018,"10,182","9,780",402,3.9
Walworth County,WI,2018,"58,515","56,807","1,708",2.9
Washburn County,WI,2018,"7,944","7,636",308,3.9
Washington County,WI,2018,"77,606","75,630","1,976",2.5
Waukesha County,WI,2018,"225,432","219,447","5,985",2.7
Waupaca County,WI,2018,"26,377","25,597",780,3
Waushara County,WI,2018,"11,675","11,269",406,3.5
Winnebago County,WI,2018,"92,956","90,432","2,524",2.7
Wood County,WI,2018,"35,497","34,270","1,227",3.5
Albany County,WY,2018,"20,307","19,639",668,3.3
Big Horn County,WY,2018,"5,257","5,011",246,4.7
Campbell County,WY,2018,"22,821","21,883",938,4.1
Carbon County,WY,2018,"7,786","7,491",295,3.8
Converse County,WY,2018,"7,554","7,276",278,3.7
Crook County,WY,2018,"3,696","3,577",119,3.2
Fremont County,WY,2018,"18,865","17,880",985,5.2
Goshen County,WY,2018,"6,830","6,604",226,3.3
Hot Springs County,WY,2018,"2,208","2,126",82,3.7
Johnson County,WY,2018,"4,211","4,043",168,4
Laramie County,WY,2018,"47,682","45,835","1,847",3.9
Lincoln County,WY,2018,"8,711","8,379",332,3.8
Natrona County,WY,2018,"39,059","37,246","1,813",4.6
Niobrara County,WY,2018,"1,275","1,239",36,2.8
Park County,WY,2018,"15,567","14,886",681,4.4
Platte County,WY,2018,"4,680","4,502",178,3.8
Sheridan County,WY,2018,"15,593","14,962",631,4
Sublette County,WY,2018,"4,264","4,085",179,4.2
Sweetwater County,WY,2018,"21,150","20,254",896,4.2
Teton County,WY,2018,"15,340","14,876",464,3
Uinta County,WY,2018,"8,931","8,541",390,4.4
Washakie County,WY,2018,"4,058","3,886",172,4.2
Weston County,WY,"3,731","3,600",131,3.5,
